destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,55,10PM,Carry out & Take away,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,10PM,Bar,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Coffee House,24,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Coffee House,24,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,never,never,between 4 to 8,between 1 to 3,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,24,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,between 1 to 3,between 4 to 8,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,2,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Coffee House,24,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less than 1,less than 1,between 1 to 3,less than 1,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Coffee House,24,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,between 4 to 8,between 1 to 3,between 4 to 8,less than 1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Coffee House,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,10PM,Carry out & Take away,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,2,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,24,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less than 1,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
